,W,SI,SB,S,RB,PL,JO,NG,LH,QS,CO,LC,KW,KC,LX,LT,LN,LL,LP,LA,HO,GC,FC,CT,CL,CC,C
51,-0.010213094,-0.006610117,0.016202983,0.001489455,0.007773298,0.005593855,0.005108819,-0.005023616,-0.007247408,0.006693475,0.009685643,-0.008841387,-0.005522926,0.034971585,0.004257144,-0.005136073,0.007960548,-0.002445846,0.009835315,0.005334162,0.008869794,-0.008749868,-0.005396153,-0.010540703,0.006828179,0.04185622,-0.002244102
52,0.022260149,0.000633103,-0.013980205,0.021561982,0.000215174,0.005954987,0.001912759,-0.017299999,0.009417573,0.011555932,-0.003842744,-0.000129709,0.014137607,-0.005739468,0.011188388,0.012270843,0.022781554,0.000769625,0.008115918,0.004932391,-0.008349212,-0.007164873,-0.001847021,0.001241018,-0.003883269,-0.041383382,0.024260075
53,-0.0242991,-0.009715544,-0.026010848,-0.023086542,-0.034619425,0.007191966,-0.022801044,-0.025713509,0.003931292,-0.037669221,-0.029710569,-0.000556001,-0.018313129,-0.029131938,-0.006464219,0.003259989,0.018013184,0.0109433,-0.006443461,-0.00595464,-0.051222865,0.007063622,0.005441808,-0.025631857,-0.051837731,-0.04554619,-0.022291782
54,-0.024762081,0.017505481,0.015433755,-0.000179892,0.005805214,0.003963363,-0.007511003,0.009831021,-0.005741216,0.000147877,0.010406465,0.001478399,-0.020580408,0.008063284,0.004815046,0.001591728,-0.02229543,-0.000737062,0.011987392,-0.002909981,0.011671481,0.013025346,0.001939441,0.004457387,0.006505241,0.012437918,-0.017296697
55,0.007146039,0.001838767,0.010822741,0.005702958,-0.001828362,0.002989734,0.001735162,0.018702387,-0.005519227,0.009636251,-0.009402013,0.006317272,-0.002058848,0.019231174,-0.012920331,-0.006362258,0.002182331,-0.000458653,-0.006813123,-0.013415324,0.004660625,-0.006198855,0.005450985,-0.026634105,-0.009093065,0.004157,0.011218665
56,-0.020680744,-0.010249248,0.038158655,-0.017443165,0.008903453,-0.028708474,0.002884272,0.019977714,-0.007221958,-0.010654974,0.004199346,-2.82E-05,-0.026084498,-0.034698444,-0.00894619,-0.000965224,0.013701821,-0.004633224,-0.002319497,-0.001072669,0.008241064,-0.011336141,0.000639927,-0.01315809,-0.004353054,0.007284527,-0.01929714
57,-0.012069172,0.006030573,-0.014964388,0.017208732,0.024770425,0.001539954,-0.021332258,0.002993081,0.005211664,0.026573908,0.015200257,0.001086767,-0.006168569,0.010469759,-0.003448521,-0.004935822,-0.005075631,-0.002161078,-0.007521227,-0.002454714,0.023292936,-0.000241108,0.003042319,-0.006500294,0.02767574,-0.04223928,0.008934794
58,0.006893878,-0.005187604,0.020631206,0.000335455,0.006524362,-0.002386954,-0.000713709,0.027292472,0.020631087,-0.017947078,-0.006490907,0.006427109,0.003816983,0.000483441,-0.014348654,-0.006114552,-0.003496873,-0.010281968,-0.010844985,-0.006615517,-0.008388266,-0.017109286,0.003297887,0.004771105,-0.008488207,-0.048441938,0.002602646
59,-0.015677878,-0.006027139,-0.009288867,-0.008738787,-0.000498791,0.002736682,0.002510137,0.011845649,0.005033449,-0.003955835,-0.00388511,0.004162618,-0.015048402,0.014270898,0.003868724,-0.004482909,-0.007583094,-0.00186724,0.001169003,0.004846083,0.00327347,-0.004037816,0.00305934,0.001020744,-0.025913773,0.02149513,-0.031630298
60,0.006541461,-0.027552986,0.000490011,0.00350228,-0.040874904,-0.008859777,-0.005298229,-0.026130996,0.000671193,-0.033246288,-0.033933937,-0.015632068,0.006800991,-0.011892823,-0.009582825,0.001501433,-0.001432937,-0.005399063,0.001874317,-0.005413428,-0.022819463,-0.013539798,-0.009463376,-0.021464876,-0.03117583,-0.027854739,0.007669354
61,0.01550653,0.00231178,0.025292337,0.015321388,-0.010309957,0.010069253,-0.004506543,-0.017492004,0.013739676,-0.000681214,-0.000646586,0.000304327,0.013208145,-0.003826923,0.005665698,-0.003881564,0.002204984,0.001958396,0.003795814,-0.003774022,0.008734656,0.002767313,0.001087042,-0.007023383,0.00791662,-0.002106016,0.025937987
62,0.026157092,0.015131664,0.062044034,0.014499399,0.012803522,0.035232261,-0.007034174,0.026135587,-0.00396039,0.011652481,0.003979596,0.004361922,0.022816704,0.00187591,0.009744796,0.009678265,-0.004285808,0.005951334,-0.009498893,-0.020235151,0.014386241,0.010094076,0.001322939,0.010341745,0.008795488,0.010485587,0.011484179
63,-0.01876205,0.004111214,-0.003221078,0.000788778,-0.015805757,0.002622001,0.018799766,-0.021561246,0.001780309,0.017876269,-0.007376451,0.002014627,-0.010006773,-0.015852964,-0.008361919,0.003904457,-0.015417503,-0.014176825,-0.006478382,-0.01043296,-0.020621296,-0.00355903,-0.000389885,0.003589341,-0.017131617,-0.022959774,-0.00955577
64,-0.005371212,0.021763468,-0.01730906,-0.013067297,-0.049341286,0.039532721,-0.012802421,-0.024708278,-0.011585572,-0.033074797,-0.030743058,-0.007108041,-0.003953778,-0.017293278,-0.013290918,-0.003248345,-0.006843653,0.001319751,0.000198842,-0.010656465,-0.043439203,0.022626768,-0.009494002,-0.018867634,-0.035902122,0.032572681,-0.008499017
65,0.001090102,-0.005244041,0.038557889,0.006810654,-0.01067443,-0.010860752,-0.01048949,0.022335471,-0.000572869,0.007839789,-3.24E-05,0.005983315,-0.002196555,0.014992271,0.007048652,0.004063634,0.004409085,-0.004679594,-0.004048996,0.001079589,0.025399734,-0.01034564,0.008041426,-0.014000849,0.012151645,-0.000225105,0.000161439
66,-0.009804264,-0.001552979,-0.011493764,-0.022243079,0.00245707,-0.019862636,-0.002477913,0.017014234,0.001327416,-0.000649167,-0.020348642,-0.004306631,-0.005874149,-0.010001948,-0.003335246,-0.003557363,0.001024774,-0.028376272,-0.031235149,-0.019956388,-0.005919768,-0.003519432,0.001415677,-0.013562865,-0.01186953,0.01833702,-0.023120247
67,0.020633625,-0.001682276,-0.011126175,0.01630082,-0.012997867,-0.060978205,0.004206946,0.005664397,0.021717968,-0.004359687,-0.02615411,0.005988617,0.014133845,-0.011125119,0.015233789,0.000184586,-0.053982958,0.005876511,-0.001969701,0.003343391,-0.015807752,-0.000263185,0.002733367,0.01190535,-0.022373434,-0.01947624,0.011369569
68,-0.022907779,0.009559042,-0.005207532,-0.013943368,-0.03831655,0.02500687,0.014753258,0.001185131,0.006020578,-0.024969115,-0.052212541,0.001395016,-0.02096177,-0.028764477,0.036725053,0.000789371,0.024809787,0.002038885,0.014486716,0.001951511,-0.024838113,0.004202469,0.007130636,-0.003560525,-0.045030686,-0.002961466,-0.012453697
69,0.000296506,-0.002672502,0.020082486,-0.006311734,-0.004161219,0.002008527,-0.001206137,-0.00832644,-0.01316377,-0.000107883,0.010009846,0.001712638,-0.005842228,0.000854842,0.002728155,0.011797989,0.046214619,0.007819726,0.010144972,0.008600958,0.002842166,-0.000308401,0.002605252,-0.018317724,0.00758167,-0.006991971,-0.016817078
70,0.007032333,0.000667333,0.011309782,0.013874119,0.061449343,0.004070344,0.020337368,0.020937092,0.022488044,0.002247167,0.05956744,-0.001931141,0.005247126,-0.023123785,-0.00918545,0.004573637,-0.009815421,-0.010245577,-0.004016611,-0.001692931,0.054347217,-0.000225642,-0.001389531,0.010092045,0.055110895,-0.004975724,0.00357193
71,0.004782667,0.002567208,0.025414921,0.000399321,0.007199222,0.006328678,0.006076192,0.023742127,-4.86E-05,0.02823176,-0.014059205,0.00370734,0.006745555,0.005189989,0.000330001,-0.006100656,0.004560142,-0.005083115,-0.012188424,-0.010452225,9.21E-05,-0.002014056,0.000365385,0.013068552,-0.004228188,0.017704875,0.006953469
72,-0.00663512,0.000835396,0.024948867,-0.011309828,-0.018497385,0.016200632,-0.020468089,-0.000724511,0.002681339,-0.005405794,-0.023979086,-0.00236505,-0.008047622,-0.018893592,-0.016934891,0.002803406,-0.026144816,0.000622452,-0.018585032,-0.020889692,-0.023564275,0.004910253,-0.002330839,-0.006551281,-0.016115665,-0.008565554,-0.007433251
73,-0.009794974,-0.004044707,0.040367902,-0.000661082,0.019074126,-0.023668678,0.028553761,0.027750315,-0.009331858,0.000591796,0.010942138,-0.003855141,-0.00659612,0.003360725,0.012622337,-0.001372057,0.005295653,-0.00655365,-0.011504806,-0.010516905,0.028048775,-0.001090849,-0.002480049,0.002023773,0.00972367,0.022564252,-0.009939485
74,-0.006264191,0.001847552,-0.020232225,0.005671315,0.010290751,0.005444641,0.001200374,-0.021169976,0.016160541,0.014660088,0.013888791,0.004060562,-0.001871606,0.018354772,0.008226995,-0.011828191,0.004573881,0.017202328,0.019604974,0.003854972,0.008611383,-0.002911348,0.000540551,0.005988745,0.011493617,0.010353278,0.005206342
75,0.004353578,-0.002120462,0.015281375,0.004596552,0.034219124,-0.01507608,-0.01402033,-0.014490843,0.004646363,0.02850778,0.02874011,0.002722077,0.00518105,0.014511429,0.00990752,0.009620753,-0.010318905,-0.00492128,0.014111039,0.013474267,0.054579014,-0.001797465,-0.00274695,-0.014532536,0.040422424,-0.035655978,0.013923426
76,-0.004071734,-0.027495353,0.000383919,-0.002409976,0.000608456,-0.021412341,-0.006237255,0.000164704,0.009795327,0.001577109,0.00128963,-0.006281725,0.00609495,0.02564432,0.009492623,-0.001677077,-0.004228965,0.006422517,-0.008315725,-0.007384829,-0.009194241,-0.004903509,-0.003884673,0.002820091,0.001008539,-0.008476809,-0.003916839
77,0.012075733,0.002941694,-0.011038288,0.01608281,-0.019843,-0.046483671,-0.021762139,0.015656136,0.009349144,-0.011334081,-0.013473234,0.00859463,0.004906509,-0.029217241,0.000912516,-0.00187124,-0.003350445,-0.025783218,0.019439221,0.015980128,-0.0124181,-0.008232533,-0.002318083,-0.005523187,-0.017046802,-0.038850544,0.018182824
