,W,SI,SB,S,RB,PL,JO,NG,LH,QS,CO,LC,KW,KC,LX,LT,LN,LL,LP,LA,HO,GC,FC,CT,CL,CC,C
1318,-0.024730326,0.004759875,0.004486841,-0.023888755,-0.017482632,0.007092919,-0.00473774,-0.002733398,-0.017947206,0.026671248,-0.014063602,-0.007065858,-0.021059018,0.034762455,0.025546653,0.007329377,0.020711424,0.01050191,0.028076597,0.0143151,0.001344259,0.01714258,-0.008712783,0.002747273,-0.016124455,0.015655643,-0.033632969
1319,9.30E-05,-0.003755292,0.024796629,0.010829934,0.027045411,0.000100867,-0.007259506,0.009195973,-0.019682328,0.006429577,0.03051115,0.003499941,6.61E-05,0.029218366,0.002447564,0.00344985,0.019689168,-0.005400768,0.032213589,0.009677434,0.03786747,0.002181158,0.005662957,-0.010426458,0.024476321,0.00425677,0.009093123
1320,0.00041193,0.004619717,-0.007163047,0.005147374,-0.019606361,0.008906655,-0.014538799,0.03291656,0.009111485,0.031499994,-0.005292035,0.001213383,-0.001045593,-0.013079775,-0.017660574,0.008994765,-0.006221452,-0.005264682,0.001124573,-0.010253379,0.00978368,0.004861793,0.013576213,-0.019579346,-0.009797784,-0.005098395,0.013603939
1321,-0.010186286,-0.013801539,-0.003224895,-0.006180134,-0.01032475,-0.002916149,-0.002878458,0.005459575,-0.006726677,-0.002295225,-0.009512523,-0.000567885,-0.015747875,0.014122126,-0.008705644,-0.00891241,-0.033334225,-0.014505239,-0.010889714,-0.015521793,-0.009808583,-0.005428118,0.003722423,-0.010999846,-0.015160955,0.00969069,-0.004832397
1322,-0.021154454,0.005720983,-0.002437163,-0.011123604,-0.010666871,0.000769168,-0.000428127,-0.019188992,0.011657025,-0.003917472,-0.01687044,-0.002437553,-0.020077496,-0.03293289,-0.003016133,-0.023584626,-0.015026891,0.00034539,-0.003946881,-0.013876962,-0.029651437,9.66E-05,-0.006379839,-0.001906859,-0.021572034,-0.003796709,-0.020298969
1323,0.001446659,-0.029074345,0.010509891,0.00865387,0.042374401,-0.011093652,0.032633941,0.005086532,-0.001739166,0.008671384,0.022742596,-0.013783664,0.004120161,-0.044786098,-0.006717104,0.002726315,0.009687611,0.000133486,0.002802136,0.001365966,0.042426202,-0.002916776,-0.013742824,-0.009811108,0.02456765,-0.009201201,-0.00607412
1324,-0.000473964,0.003192612,0.001070796,-0.012122003,-0.019766319,-0.00046715,-0.01316119,-0.014960878,-0.005325806,0.006419188,-0.021168795,-0.002494274,-0.002602154,-0.031660677,0.000732422,0.00686211,-0.006260198,0.001470349,0.01986646,-0.010381819,-0.01282142,0.00828115,-0.001608776,0.014263802,-0.017815225,-0.007924069,-0.023307382
1325,0.001769768,-0.001296174,4.77E-05,0.023183278,0.010938761,0.004713825,-0.011564359,0.043893963,0.001785122,0.011721737,0.041315819,-0.021450639,0.011767722,-0.025936363,-0.008601126,0.005889991,0.019261614,0.00275878,-0.0056136,-0.006903492,0.037342116,0.003695265,-0.024645711,0.008419189,0.038880375,0.001862465,0.021541938
1326,0.005786671,0.002840888,-0.002505252,0.013192247,-0.009679461,-0.000627675,0.008203176,-0.000758528,-0.02857003,0.01843819,-0.014755198,0.004183952,-0.003297378,0.009432776,-0.012066707,-0.001477188,-0.013438105,-0.000862753,-0.005402,0.005001764,-0.014877312,-0.004915473,0.006868384,-0.009069373,-0.014638976,0.052008896,0.012962665
1327,0.018747325,0.005142142,-0.015237249,0.020674757,0.015727336,0.008966075,0.000437994,0.028926817,0.007757058,-0.007097523,0.003581549,-0.005383987,0.019557984,0.000823799,0.024123271,-0.002983178,0.011145262,0.002278189,0.009808699,0.014740551,-0.009605044,0.003774661,-0.003743123,-0.013720836,0.00703918,0.038183258,0.022382194
1328,0.001629735,0.004133026,0.017945899,-0.001146794,0.022492133,0.011581044,0.017885868,0.030403792,0.003328699,-0.020418033,0.017157169,-0.007730869,-0.000995067,-0.014492604,0.013512935,-8.43E-05,-0.004712618,0.000487066,0.010541514,0.005904544,0.001353663,0.015576139,-0.006493917,0.00138928,0.016759165,-0.011768884,0.003166526
1329,0.010321727,-0.005931602,0.015381148,0.028456847,0.028914359,0.007076499,0.004470205,0.011902873,-0.027229281,0.020960408,0.02476931,0.005413369,0.016643184,-0.017291737,0.006929266,0.001584484,0.006022787,0.014772483,0.025219499,0.017098318,0.015115223,0.004733339,-0.002881255,0.013574981,0.031628746,0.004674867,0.015390094
1330,0.036403098,-0.000575637,0.006302062,0.022049126,0.00054061,0.004133486,0.010640299,-0.004317814,0.014417853,0.004389171,0.009032014,0.005548382,0.036633618,0.015437933,-0.001916416,-0.010391004,0.003660871,0.001069169,-0.001154063,0.013225791,0.006377431,0.002403742,0.011065344,0.022571733,0.008969407,-0.008440354,0.031168646
1331,-0.0097512,-0.003886073,-0.007260851,-0.004398188,-0.01103949,-0.017687661,-0.000672796,-0.021184725,-0.002893264,-0.001450137,-0.012567753,-0.005206882,-0.010902562,-0.007326372,-0.018068545,-0.005342488,-0.023193542,-0.019750945,-0.002078145,-0.013140818,-0.01643738,-0.000458919,-0.000505353,0.006563156,-0.012093784,0.008923857,-0.012869123
1332,0.000807546,-0.00790212,0.004915849,0.001562824,-0.014507008,0.008811833,0.01704694,-0.00880209,-0.009985867,-0.020241088,-0.019994512,0.002810154,0.000698775,0.028332669,-0.00067336,-0.039300771,-0.019795823,-0.017852078,-0.00654595,0.00365162,-0.008242175,-0.002806571,0.001139033,-0.017066641,-0.02093696,0.017060185,-0.013472882
1333,-0.009956171,0.003617162,0.007942714,-0.01025779,0.026454938,-0.000120666,0.004819901,0.000297256,0.007583686,0.020581245,0.024074696,-0.000754146,-0.010302183,-0.022442795,-0.01333463,0.009961058,-0.045361999,-0.006012325,-0.012040542,-0.019920619,0.028965597,0.007468487,0.000820332,0.022631692,0.019760871,0.007787865,-0.013708454
1334,0.022661299,0.000136552,-0.008097048,0.026778603,0.004035279,0.006163991,0.009385544,-0.016027095,-0.007645332,-0.00185303,0.008327541,5.63E-05,0.015243477,-0.025467186,-0.004180581,0.040137266,-0.023060947,0.005625918,0.017260284,0.005405479,-0.011263842,-0.002725933,-0.002392138,0.02562866,0.009418193,-0.028823362,0.025607014
1335,-0.025848224,-0.007449905,0.02713824,-0.065126956,0.01095297,-0.004574186,-0.003590123,-0.022619159,0.024810995,0.018819581,0.016969194,0.0081689,-0.02267745,-0.028863615,-0.003056486,-0.031553728,0.001035069,-0.000323436,0.007038127,-0.008811906,0.017291275,-0.002344963,0.009702625,0.013344472,0.012666398,0.010135493,-0.043229018
1336,-0.006476528,-0.021282523,-0.006077213,-0.042287859,-0.036037195,-0.008022774,0.011469333,-0.021612797,-0.032762378,-0.008103599,-0.035880347,-0.006699004,-0.00702788,0.017710726,-0.025322932,0.003197022,0.009091055,-0.004477024,-0.01005638,-0.01044391,-0.035818622,-0.007949615,-0.000839318,-0.028267567,-0.040702969,-0.024617403,-0.014977816
1337,0.000655291,-0.00399741,0.005039471,0.001859239,-0.026038977,0.00438105,-0.003517678,0.001350553,0.00624357,-0.030379564,-0.017665134,-0.005427677,0.006015747,-0.012030024,0.009535158,0.012680987,8.57E-05,-0.007614419,0.000443435,0.010925801,-0.009754623,0.002414511,-0.000592111,0.02441131,-0.016726585,-0.0082862,-0.009504088
1338,-0.018639948,-0.002488416,0.007393612,-0.030732612,-0.013323752,-0.002945134,-0.024863102,-0.014520119,0.004774534,0.021514434,-0.009290203,-0.005720366,-0.015499617,0.01876964,-0.017282742,-0.019133511,-0.012743969,-0.050217713,-0.010750905,-0.012365585,0.008670729,-0.0027513,-0.001707764,0.023703856,-0.012361398,-0.032027679,-0.014509218
1339,0.008089687,-0.03086907,-0.018721777,0.028676231,0.052536027,-0.019491135,0.010871135,0.027430708,0.016775185,0.029424162,0.036081878,0.00011625,0.007754813,-0.026553617,-0.028845369,-0.01827557,-0.008898493,-0.034313095,-0.039285096,-0.02198291,0.045434983,-0.021689519,0.008226392,-0.006514939,0.039478614,-0.00254962,0.013576557
1340,0.036207538,-0.003321053,0.026949606,0.059566283,0.022031845,-0.016477722,0.051486669,0.040446931,0.020084178,0.025306722,0.019503669,0.010391703,0.028717132,0.002790395,-0.009462003,-0.011023006,-0.012844804,-0.010940998,0.018952464,0.007852311,0.014672665,-0.011225703,0.004016622,0.017278619,0.015863515,-0.012849245,0.066117935
1341,-0.012279142,0.010861602,-0.00656367,-0.026220834,0.063443675,0.005420031,-0.017887494,0.029866791,0.024195802,0.013561618,0.022555157,0.006470581,-0.013299486,0.021250741,0.025474382,0.010733888,0.02601479,0.027193086,0.019339431,0.018192709,0.036941297,0.001066144,0.007396535,-0.037949131,0.028862506,-0.012837495,0.000755053
1342,0.006998731,0.003089626,0.003886586,-0.001438791,0.009112114,0.00285333,0.028053462,-0.035659566,-0.008991525,-0.025169723,-0.006262629,-0.003859565,0.004977709,0.001392824,-0.008728706,-0.007076947,-0.001233965,-0.004931638,-0.002911091,-0.002165323,-0.009723739,-0.002659193,0.005196338,0.017906419,-0.006180882,-0.011153606,0.009344426
1343,-0.017139425,0.007135706,0.01924153,-0.027697494,-0.022461573,0.00129689,-0.040428007,0.003000261,-0.020334592,0.009558438,-0.017453904,-0.008549475,-0.011165798,-0.002505787,0.015800323,-0.005686668,0.012227791,0.007868623,0.01383126,0.029989745,-0.031142416,-0.000948114,-0.000163726,-0.006397688,-0.01877802,0.003388235,-0.028045385
1344,-0.006288083,0.009589079,-0.006843562,0.017839794,-0.017940595,0.002703712,0.0310312,0.003490946,-0.014313209,-0.044721296,-0.01088283,-0.015774854,-0.004798883,-0.021651218,0.007507954,0.002122021,0.004360293,-0.00863999,0.003079746,0.019139542,-0.021181249,0.004627798,-0.016056794,-0.007750054,-0.012418845,0.005081931,0.002504294
1345,-0.004560239,-0.001133682,0.003151119,0.017067619,0.02368527,0.009033607,-0.00286968,0.055319697,0.00806261,0.052911111,0.020385658,0.004129554,-0.00355953,0.002690192,-0.017204687,-0.005320128,0.002249197,-0.02256642,-0.005725429,-0.004589536,0.042338782,0.002836487,-0.003219916,-0.052946113,0.027140599,0.006820899,0.002553804
1346,0.022511789,-0.003112614,0.00598655,0.018777227,-0.012287544,-0.00381332,-0.019674072,0.003284335,0.004769242,-0.028676785,-0.010200714,0.004415328,0.020120854,-0.000536804,-0.004039121,-0.02458794,-0.036715743,-0.03309187,-0.002313779,0.004467446,-0.018662654,-0.005820045,-0.002780491,-0.011526431,-0.008533331,-0.005252677,0.038999903
1347,0.014933915,-0.008192137,0.001664475,0.009814904,-0.033075419,-0.007777456,-0.023842899,-0.010030106,0.005001243,-0.038619296,-0.035933521,-0.0024221,0.018376589,0.034249198,0.01249147,0.06231584,0.009703607,0.013010481,0.006901555,0.017022627,-0.035184693,-0.009336099,-0.012966873,0.008875727,-0.035371942,0.003121709,0.024027295
1348,0.011238111,-0.002139955,0.000130407,-0.001352257,0.003704016,-0.000110732,-0.007106492,-0.003463556,-0.021288211,0.014029922,0.010251675,-0.010287269,0.007370563,-0.028755097,-0.016407439,0.022366598,-0.004218301,-0.009934889,0.003808828,-0.001880078,0.004052039,0.002669885,-0.022667941,-0.009431359,0.007451074,-0.000142673,0.026944744
1349,0.011539598,-0.001224581,0.00571532,-0.003197372,-0.022929597,0.000166579,-0.015168242,-0.021746421,0.005312307,-0.020002907,-0.0127304,-0.005791534,0.005790401,-0.048802503,-0.021798671,-0.029220445,-0.016823868,0.002760128,0.000359743,-0.015646936,-0.016773784,-0.002746613,-5.51E-05,-0.015619997,-0.014082397,0.022233035,0.011332511
1350,-0.039073517,-0.003383601,-0.008647849,-0.050557676,0.01535413,-0.000165446,0.008669188,-0.011701103,0.013208855,-0.000584713,0.001057807,0.013302515,-0.031582812,-0.037302235,0.026489294,-0.005320939,-0.010530997,0.021977083,0.01079129,0.007697679,-0.002745993,-0.003501489,0.011662804,-0.017109239,-0.000298717,-0.009207374,-0.041740729
1351,-0.018169494,0.013401539,-0.011722503,0.005472616,0.005633143,0.009200243,-0.018195427,-0.006529112,-0.004309791,-0.003284576,-0.010693892,-0.002589603,-0.011384504,0.019244528,0.023145019,0.004479562,0.024332708,-0.002514079,0.004458654,0.005155929,-0.016301833,0.005447944,-0.001656523,0.004222328,-0.012323058,-0.013006498,-0.028169096
1352,-0.017601863,0.008615054,0.02165476,-0.019511429,-0.007356325,0.012593168,-0.001549632,-0.03142173,0.004988648,-0.016345521,-0.016307442,-0.002526218,-0.012098959,0.005851962,-0.023201516,-0.023555498,-0.029627096,-0.015566692,-0.002016409,-0.008790944,-0.01242433,0.008752344,0.002281237,0.013587916,-0.016290131,0.001774734,-0.026897351
1353,0.010963784,-0.002949245,0.005603132,-0.000398191,0.023049761,0.006397536,0.008671741,0.007925815,-0.01654205,0.01390378,0.02694626,-0.002236073,0.004011069,0.001971034,0.010273253,-0.001322083,0.005399774,0.021255856,0.01414556,0.007826296,0.006587177,-0.002689286,-0.003650646,0.024649098,0.024753521,0.000689108,-0.002084261
1354,-0.013558127,-0.000101766,0.022661713,0.003900737,-0.005255695,-0.001468221,-0.007156777,-0.016197298,-0.005373987,0.000798122,0.003062006,-0.003375979,-0.00739959,0.027298357,-0.014100812,-0.004327948,-0.012892257,-0.012175647,0.007441676,0.000117458,0.009826161,0.001233231,-0.005052543,0.000552835,0.003832511,0.009193975,-0.01522877
1355,0.008026038,-0.020286669,0.005195905,0.007929837,-0.007600154,-0.005147401,0.003724491,0.016347069,-0.019205777,0.02211793,0.001592009,5.65E-07,0.011046289,-0.005929937,0.002607107,-0.001901992,0.000851918,-0.009401261,-0.004669208,-0.007131215,-0.005145501,-0.008493087,0.004517617,0.002806511,-0.001932508,0.010177731,0.015319391
1356,0.005025609,0.00251035,-0.003658919,-0.006132898,0.01343293,0.000549727,0.005212975,0.018554026,-0.001070399,-0.01178303,-0.001406924,0.0033724,0.003448525,-0.026116881,0.016760529,-0.006747987,-0.002460374,0.020599959,0.012904131,0.011293153,0.002275872,0.003393964,0.002060112,-0.009941753,-0.00309841,0.01715188,0.009431083
1357,0.005084995,0.022559047,-0.003257429,0.015615256,0.004673797,-0.000770819,0.00113631,0.015483736,0.002359196,-0.006844493,0.011364857,0.008604384,0.008556252,0.023087562,0.017995632,-0.002999731,0.027589059,0.018812929,0.01076664,0.008490197,0.012296238,0.004986149,0.002300052,0.005060985,0.012003441,-0.002626792,0.017321347
1358,-0.013401462,0.006415569,-0.01287044,-0.014131314,0.009475696,0.014478434,-0.001829467,0.024258598,0.010913615,0.018511564,0.010209249,0.014543149,-0.008346513,0.011649294,0.007747654,0.03342922,-0.009530492,0.000543241,-0.001903085,-0.002724927,-0.000183984,0.004502606,0.013656045,0.014206549,0.009498066,0.016192526,-0.017375662
1359,0.007454699,0.001845563,0.012089165,-0.000158788,0.010793801,0.01115418,-0.018352873,0.026809685,0.035181455,0.022168252,0.018607153,0.002023708,0.00824234,-0.009631608,0.012268031,0.010116359,0.006983465,0.024248378,0.015244513,0.006205233,0.022163252,0.001178731,0.003519711,-0.003160142,0.013856505,-0.00017402,-0.020479078
1360,0.00523074,-0.006578582,0.016942038,0.023817044,0.018616799,-0.006194156,-0.010655488,0.025579862,0.022807385,-0.007994509,0.001934776,-0.006935665,0.007500942,0.041008589,-0.000259173,0.024140251,-0.017549076,-0.016257736,-0.000911999,0.00610885,0.004612628,-0.000630486,0.003543809,0.003698522,0.005670517,0.01204327,0.002639636
1361,-0.01874182,0.006197681,0.009636539,-0.031494232,-0.006098629,0.012930203,0.009658282,0.000929247,-0.008242621,-0.006374951,-0.017278176,0.002854006,-0.022977906,-0.007554161,0.007966658,-0.007982877,0.019540994,0.009293783,0.004712516,0.008273877,-0.020802655,0.012921819,0.004558795,-0.001284595,-0.015022288,-0.001748277,-0.023191287
1362,-8.83E-05,-0.007360054,0.004019768,0.000865401,0.022181616,-0.006116843,0.010103938,0.015381625,0.005165977,0.011414724,0.01018332,-0.018408884,0.007094251,0.007545777,0.000693536,-0.012234279,-0.006609915,-0.00888958,-0.000660622,-0.010707316,0.013356913,0.003349333,-0.007833095,0.001636017,0.012217985,-0.005720122,-0.01026999
1363,-0.009221023,-0.015134252,-0.012350356,-0.017454116,0.015639624,-0.00167975,0.010066849,0.026687371,0.010498671,-0.000998751,0.012755741,0.001109583,-0.005273361,-0.013221901,-0.005769851,-0.008762939,0.000898693,-0.000507442,-0.002395335,0.00261414,0.014025862,-0.002366163,0.004972498,-0.010822907,0.016565522,-0.018527202,-0.016711171
1364,0.00704576,-0.020942431,0.002212733,0.005289943,0.016603448,-0.008497775,-0.007453923,0.000307902,-0.020524545,0.043647695,0.027142843,-0.016340928,0.004631852,-0.028957355,-0.002246063,-0.013700387,0.015495538,-0.021139331,-0.00071685,-0.007115218,0.035267977,-0.006058773,-0.015132602,-0.009022412,0.028684633,-0.017894359,0.008682069
1365,-0.008933207,0.001569897,-0.016445993,-0.026765656,-0.01914789,0.005805315,-0.050743088,-0.003301191,-0.002975113,0.001472811,-0.012898559,-0.000791025,-0.008308742,0.001641453,-0.015131706,-0.023364328,-0.009671971,0.003253214,-0.019092853,-0.012455311,-0.00924202,-0.003273952,-0.001501659,-0.001883179,-0.015689522,-0.018485296,-0.014764062
1366,0.009725385,0.004468961,-0.006238865,-4.42E-05,0.040189868,-0.004450098,-0.012475495,0.050825513,-0.018075404,0.010393065,0.026254377,0.001717806,0.003674088,0.029667249,0.008556194,0.032450837,0.024213704,0.017173119,0.011990783,0.018635777,0.034985094,0.004589302,0.001079613,-0.016243537,0.029150593,-0.004346627,0.018855205
1367,0.014694797,0.012306054,0.001171386,-0.004101495,0.023715186,0.012092631,-0.014913626,0.020293602,0.004446629,0.038902023,0.007551052,0.003970031,0.027489386,0.008440774,0.011509469,0.015711198,0.003355572,0.000517729,-0.00447395,0.00897618,0.030402411,0.01930037,0.006784778,-0.013497254,0.010520319,-0.029862887,0.006442338
1368,-0.01900328,-0.012278156,0.000372861,-0.004254196,0.007572572,0.004871474,0.011501345,0.024741489,0.008118366,0.002582547,0.003232486,-0.012702342,-0.010796766,-0.018065874,0.010565668,0.005455199,0.034963702,0.034237032,0.019012888,0.006276831,-0.000919587,0.001712775,-0.009966841,-0.015968317,0.005746827,-0.010802195,-0.03032478
1369,-0.014685026,-0.018471474,-0.013190747,-0.045038135,-0.011441477,-0.021027274,-0.006392385,-0.003407953,0.025891699,-0.015975488,0.001625205,-0.002833996,-0.010189498,-0.081926417,0.004556679,-0.024876221,0.011047711,-0.002951659,0.014083975,0.004128603,-0.015164727,-0.009789199,0.001275345,-0.023095126,-0.002329071,-0.003181368,-0.035982413
1370,-0.018925,0.011823983,-0.00850723,0.007820011,0.012096636,-0.014141859,0.003259722,0.016927101,0.007781342,-0.001680673,-0.002847369,0.000935577,-0.016603809,0.006722995,0.019024889,-0.008722366,-0.007521543,-0.019124439,0.010354677,0.008217389,-0.003147965,0.008863938,0.003500385,0.000879479,-0.004471194,0.005997042,-0.004500432
1371,0.015297926,-0.00640361,0.016873961,0.002042299,-0.046821024,-0.003437583,0.009385988,-0.041744015,0.00605006,-0.022183202,-0.038487979,0.006161858,0.012889422,0.009675492,-0.001549543,-0.032265872,-0.009789129,-0.020635402,-0.027691602,-0.028013955,-0.044300193,-0.013335405,-0.000352876,0.016826571,-0.044114574,-0.005651053,0.022006636
1372,0.020649137,0.001803992,-0.012934975,-0.004623329,-0.020412948,0.005156382,0.00736125,-0.051195426,0.004280159,-0.013913628,-0.004202601,0.005132922,0.019673492,-0.024877318,0.005549853,0.052844394,-0.007079389,0.015640458,0.007405727,0.008079648,0.004924445,0.00024685,0.007522365,-0.018595568,-0.00479722,0.020490892,-0.007552368
1373,0.009935814,-0.000856189,0.001965293,-0.021840022,0.0287858,-0.004348344,-0.030922061,0.024086128,0.013333113,0.024938797,0.027409153,0.016403879,0.018242765,0.008410969,0.008780038,-0.003165199,-0.00925851,0.004256119,0.000974264,-0.004852711,0.018096523,-0.007027772,0.005400841,0.008222564,0.031257223,-0.003995892,-0.006876777
1374,-0.008785982,0.006883779,-0.009910438,0.015090762,-0.015881533,0.003422816,-0.013823306,0.051081335,0.003431309,0.012607329,-0.00171707,-0.004384037,-0.00868727,-0.001830248,0.015626193,0.016514536,0.024394174,0.020297782,0.017246132,0.017657706,-0.006295077,0.00064542,0.00171973,0.005720206,-0.004960209,0.011250886,0.010431411
1375,-0.014950109,-0.011873245,0.000272348,0.004815792,0.00974403,0.006620447,-0.025985818,0.006079332,-0.013534356,-0.010128119,0.007657235,-0.002578043,-0.000345968,0.021584542,-0.014864161,-0.015108924,-0.014019795,-0.003744941,-0.002214619,-0.00208187,0.003919042,0.00391393,7.19E-05,0.008424022,0.004495719,-0.001240837,-0.006669906
1376,-0.007352505,-0.000175173,0.030337609,-0.013804316,0.037166669,0.004869154,0.024497106,0.02839404,0.002833521,0.003251839,0.023737403,0.004390595,-0.018531024,-0.027887511,0.001277417,0.017487242,-0.002598828,0.001855315,-0.003309183,-0.015929239,0.027459721,-0.001584368,0.00154048,-0.009092196,0.024692392,0.000578674,-0.00789758
1377,0.007380734,-0.016108279,-0.012569601,-0.025696012,0.011861998,-0.002499997,-0.006094679,-0.016118983,0.025106022,0.01195964,0.00703317,0.001573575,0.015451543,-0.030935549,-0.010827026,-0.017732264,-0.001810061,-0.006919012,-0.005468993,-0.00411466,0.005989255,0.000161542,0.00617959,-0.014639924,0.007244777,-0.009266687,-0.012946139
1378,-0.010255188,-0.014233869,0.007308037,0.006938546,-0.015831046,-0.0007794,0.007170229,-0.00509995,0.016084732,-0.014591892,-0.023797675,0.012503546,-0.004374842,-0.011344785,0.010954176,-0.006431359,-0.007727535,0.003112731,0.00785901,0.004166392,-0.020119282,-0.001844592,0.012373122,0.011064196,-0.021633634,0.021184576,-0.007527176
1379,-0.010855411,-0.006411693,0.037120894,0.018111933,0.185395872,-0.010986288,0.01798233,0.188040695,-0.004105695,0.057207239,0.035420985,-0.00563629,-0.00094858,0.024448277,0.005729788,-0.00658006,-0.001145969,0.003387097,0.01481844,-0.010965412,0.113139784,-0.015059912,0.002593704,0.037000135,0.054065883,-0.015406016,0.005784702
1380,-0.019820293,0.011402906,-0.004638391,-0.019260426,0.024189646,0.004632383,-0.00100475,-0.015738566,-0.001642959,0.019147753,-0.010204017,-0.004264095,-0.019436258,0.029976205,0.006403352,-0.007446635,0.008448274,-0.003223932,-0.010749984,-0.011480015,-0.003982697,0.005681074,0.000688658,-0.012222101,-0.013993545,-0.003473959,-0.011178291
1381,0.016765416,0.026552008,0.003262283,0.013367957,0.066624599,0.011292961,0.01233101,0.02813983,-0.024228094,0.022946989,0.010345142,-0.013462267,0.010388051,0.039445883,0.039847674,0.011670904,0.019207727,0.036303891,0.008586921,0.010692378,0.058092629,0.019685302,-0.019235767,0.002401395,0.008640285,0.065984993,0.026126202
1382,-0.007534824,0.002290865,0.000806798,-0.01563378,-0.095300655,0.006494849,0.000684197,-0.00823022,-0.006758341,-0.024709544,-0.024395713,0.000608352,-0.007701815,-0.020481528,-0.001548445,0.001051362,0.007264127,0.003311528,0.015257979,0.003605445,-0.051476464,0.002598179,0.00551028,-0.001206354,-0.030157447,0.033414297,-0.021925022
1383,0.00026074,0.002904494,0.007924702,0.024380918,-0.060154646,0.00193653,-0.006267568,-0.002901453,0.0120851,-0.008589775,-0.018334756,0.022152529,-0.002320881,-0.023821074,-0.017624166,-0.013149109,-0.026746434,-0.01242505,-0.00928028,-0.010992832,-0.019407322,-0.000135432,0.016496157,0.040673379,-0.024991849,-0.004815215,0.017120819
1384,-0.004305605,0.000912754,-0.00595429,-0.013650187,-0.019240999,-0.003850038,-0.002186769,-0.036469553,-0.009678509,-0.017257173,-0.028174121,-0.000342122,-0.00686268,-0.059641766,-0.016332587,-0.000398241,-0.022175731,-0.015027787,-0.003344919,-0.003733449,-0.047407238,-0.00054883,0.002250204,0.021981567,-0.026024558,0.005641076,-0.01646428
1385,0.015346848,-0.011095371,0.003678048,-0.010115456,0.007471131,0.006709758,-0.014926037,0.015085364,0.0139199,-0.042739164,0.001427119,0.005852077,0.014930696,0.01398783,-0.000376797,-0.01509617,-0.002417889,-0.011332394,-0.015527744,-0.008297941,-0.015172522,0.003479252,0.015379366,-0.015586484,0.002169051,0.014906486,-0.004957008
1386,0.007610681,0.001793069,0.003318955,-0.018417985,-0.035492448,-6.61E-05,0.019597699,-0.002235498,0.031188455,0.006236258,-0.006451612,0.015576388,0.00817717,-0.004527892,0.005420773,0.010437798,-0.003878006,0.001204193,-0.008738842,0.00271701,-0.016902736,0.003667405,0.008698905,0.000235273,-0.007251224,-0.025824482,-0.000944268
1387,0.003014038,-0.000993001,0.011393651,-0.00871904,-0.040843252,-0.00271448,0.02382385,-0.021043815,0.001623122,-0.052796843,-0.015007226,0.008946011,0.013453873,-0.034704521,0.024925512,-0.012834963,0.015549888,0.007408564,0.015618135,0.008686809,-0.043237909,0.001489883,0.005831352,-0.015757979,-0.012489759,-0.033148885,-0.019850157
1388,0.008491655,-0.007910884,-0.008491477,0.001505089,0.012362602,-0.001508926,-0.001746265,-0.019140129,-0.004740931,0.016292684,-0.000177196,-0.004425564,0.019438532,-0.004281516,-0.013009279,-0.020788147,-0.012425995,-0.003957675,-0.004688833,0.002117016,0.018367939,-0.008615771,-0.005554787,-0.028681228,-0.001155437,-0.02398384,-0.008801486
1389,-0.006316045,0.005393379,-0.000546249,-0.011577731,0.026115016,0.007782524,0.006804467,0.029333024,-0.014278125,0.024246878,0.029400623,-0.000779673,0.005080277,0.026764341,-0.010976146,0.002181917,-0.026382314,-0.000682478,-0.007140599,-0.008405487,0.042787168,0.009114985,-0.001213593,0.002440528,0.028485814,-0.013094374,-0.009019293
1390,-0.013325373,0.00262857,0.001356941,-0.021321457,-0.020295303,0.000122859,-0.00258874,0.013348285,0.004813709,0.000755401,-0.006093519,0.01035219,0.00192882,-0.024251327,-0.020476621,-0.030501882,-0.071121856,-0.018767122,-0.010630485,-0.013811254,-0.004859704,0.010886804,0.003813784,-0.012660694,-0.006736713,-0.010755231,-0.007485711
1391,0.004722007,0.029669242,0.005833033,0.005439799,-0.051327309,0.007647617,-0.000820407,-0.008861351,0.002171884,-0.02731583,-0.027928226,-0.00709188,0.004295857,-0.020922045,-0.011601853,-0.021522731,0.012835147,-0.003400613,-0.006272974,-0.015006324,-0.038377836,0.008839199,-0.004933766,0.007129478,-0.028246251,-0.013679174,0.001040874
1392,-0.014933474,0.013955778,-0.002528588,0.00657803,0.113998031,0.00850148,0.031030865,0.114315123,0.005701337,0.077238347,0.052540779,0.002318459,-0.015641457,-0.04422012,0.037401314,0.021278617,0.029174003,0.048902068,0.032788238,0.014003166,0.09659596,0.014520233,0.005126608,0.044768009,0.061544205,-0.009620283,-0.002117927
1393,0.002355924,-0.00287444,-0.010430764,-0.008457985,-0.028020237,0.001325195,-0.011392012,-0.020600337,0.012325554,-0.033417825,-0.020517513,-0.001816222,-0.013296746,0.072938384,0.008335494,0.010242809,0.000374509,0.000731142,0.017516965,-0.00401834,-0.012824926,-0.002047158,-0.004017478,-0.028245847,-0.020058402,0.002892618,0.002359175
1394,0.013289724,0.003360828,-0.024056427,0.008277776,0.023539344,0.002166526,0.001470209,-0.000794079,-0.018002451,0.034209467,0.008118656,-0.004451629,0.007902407,-0.013990829,0.014485955,0.006121933,0.003667167,0.023329292,0.018385429,0.020604071,0.009443995,0.004649932,-0.003966843,0.028815683,0.009676899,-0.015764518,-0.000310128
1395,0.023409252,-0.000648698,0.016394189,0.004050093,0.034413648,-0.007319745,0.016497379,0.008724493,-0.001843489,0.00489851,0.002147881,0.006181874,0.025308126,0.016226201,-0.012372231,0.020422731,-0.012063498,0.002652061,-0.000960403,0.003405886,0.002635975,-0.005192689,0.008884155,0.0024017,-0.003035011,-0.006229837,0.00691034
